09-23-2017 13:28:36.656,-,AT,"ERROR,0000EEB0000026D1,XBEE-PRO XSC (S3B) 19200,3111,COM5 - 9600/8/N/1/N,10"
09-23-2017 13:28:57.298,5217,RECV,20426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353636383333300D0A4C6F6E6769747564653A202D
09-23-2017 13:28:57.361,5218,RECV,37362E343833343438353030300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420
09-23-2017 13:28:57.424,5219,RECV,646972656374696F6E3A2034332E39370D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E
09-23-2017 13:28:57.486,5220,RECV,742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E472052494748542055502052494748540D0A0A0A
09-23-2017 13:28:57.549,5221,RECV,496E74656E64656420536563746F723A2055502052494748540A0A0D0A496E74656E64656420616E676C653A203333302E30300D0A4F66667365742066
09-23-2017 13:28:57.611,5222,RECV,726F6D20696E74656E64656420616E676C653A202D3238372E30300D0A5361696C20616E676C653A203331342E30300D0A5461696C20616E676C653A202D
09-23-2017 13:28:57.674,5223,RECV,36312E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E67
09-23-2017 13:28:57.736,5224,RECV,20772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353636383333300D0A4C6F6E67697475
09-23-2017 13:28:57.799,5225,RECV,64653A202D37362E343833343438353030300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A20
09-23-2017 13:28:57.861,5226,RECV,35392E37340D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E34
09-23-2017 13:28:57.924,5227,RECV,3434363132303030302C202D37362E343833343932303030300D0A464143494E472052494748542055502052494748540D0A0A0A496E74656E6465642053
09-23-2017 13:28:57.986,5228,RECV,6563746F723A2055502052494748540A0A0D0A496E74656E64656420616E676C653A203333302E30300D0A4F6666
09-23-2017 13:28:58.049,5229,RECV,7365742066726F6D20696E74656E64656420616E676C653A202D3237312E30300D0A5361696C20616E676C653A203331342E30300D0A5461696C20616E67
09-23-2017 13:28:58.111,5230,RECV,6C653A202D36312E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E64207265
09-23-2017 13:28:58.174,5231,RECV,6164696E6720772E722E7420426F61743A20360D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353632303030300D0A4C6F6E67
09-23-2017 13:28:58.236,5232,RECV,69747564653A202D37362E343833343432363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F61742064697265637469
09-23-2017 13:28:58.299,5233,RECV,6F6E3A2037322E32360D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034
09-23-2017 13:28:58.361,5234,RECV,322E343434363132303030302C202D37362E343833343932303030300D0A464143494E472052494748542055502052494748540D0A0A0A496E74656E6465
09-23-2017 13:28:58.424,5235,RECV,6420536563746F723A2055502052494748540A0A0D0A496E74656E64656420616E676C653A203333302E30300D0A4F66667365742066726F6D20696E74
09-23-2017 13:28:58.486,5236,RECV,656E64656420616E676C653A202D3235382E30300D0A5361696C20616E676C653A203331342E30300D0A5461696C20616E676C653A202D36312E30300D0A
09-23-2017 13:28:58.549,5237,RECV,2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420
09-23-2017 13:28:58.611,5238,RECV,426F61743A203333310D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353632303030300D0A4C6F6E6769747564653A202D3736
09-23-2017 13:28:58.674,5239,RECV,2E343833343432363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F6174206469
09-23-2017 13:28:58.736,5240,RECV,72656374696F6E3A2038362E34320D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E7420
09-23-2017 13:28:58.799,5241,RECV,23303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E472052494748542055502052494748540D0A0A0A49
09-23-2017 13:28:58.861,5242,RECV,6E74656E64656420536563746F723A2055502052494748540A0A0D0A496E74656E64656420616E676C653A203333302E30300D0A4F66667365742066726F
09-23-2017 13:28:58.924,5243,RECV,6D20696E74656E64656420616E676C653A202D3234342E30300D0A5361696C20616E676C653A203331342E30300D0A5461696C20616E676C653A202D3631
09-23-2017 13:28:58.986,5244,RECV,2E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E672077
09-23-2017 13:28:59.049,5245,RECV,2E722E7420426F61743A203330380D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353632303030300D0A4C6F6E676974756465
09-23-2017 13:28:59.111,5246,RECV,3A202D37362E343833343432363637300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203936
09-23-2017 13:28:59.174,5247,RECV,2E34380D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434
09-23-2017 13:28:59.236,5248,RECV,363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E6465642053656374
09-23-2017 13:28:59.314,5249,RECV,6F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F666673657420
09-23-2017 13:28:59.361,5250,RECV,66726F6D20696E74656E64656420616E676C653A202D3131342E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035
09-23-2017 13:28:59.424,5251,RECV,392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720
09-23-2017 13:28:59.486,5252,RECV,772E722E7420426F61743A203330340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353630313637300D0A4C6F6E6769747564
09-23-2017 13:28:59.549,5253,RECV,653A202D37362E343833343433383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A20
09-23-2017 13:28:59.612,5254,RECV,3130332E39370D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E34
09-23-2017 13:28:59.674,5255,RECV,3434363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E646564205365
09-23-2017 13:28:59.737,5256,RECV,63746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E646564
09-23-2017 13:28:59.799,5257,RECV,20616E676C653A202D3130372E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D
09-23-2017 13:28:59.861,5258,RECV,2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A2033
09-23-2017 13:28:59.924,5259,RECV,34320D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353630313637300D0A4C6F6E6769747564653A202D37362E343833343433
09-23-2017 13:28:59.987,5260,RECV,383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E
09-23-2017 13:29:00.049,5261,RECV,3A203131302E35350D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A203432
09-23-2017 13:29:00.112,5262,RECV,2E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420
09-23-2017 13:29:00.174,5263,RECV,536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E64
09-23-2017 13:29:00.237,5264,RECV,656420616E676C653A202D3130302E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D
09-23-2017 13:29:00.299,5265,RECV,2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A
09-23-2017 13:29:00.362,5266,RECV,203335310D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353631313637300D0A4C6F6E6769747564653A202D37362E34383334
09-23-2017 13:29:00.424,5267,RECV,3432383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131312E39300D0A2D2D2D
09-23-2017 13:29:00.487,5268,RECV,2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C20
09-23-2017 13:29:00.549,5269,RECV,2D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C45
09-23-2017 13:29:00.612,5270,RECV,46540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E7465
09-23-2017 13:29:00.674,5271,RECV,6E64656420616E676C653A202D39392E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D
09-23-2017 13:29:00.737,5272,RECV,2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F6174
09-23-2017 13:29:00.799,5273,RECV,3A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353631313637300D0A4C6F6E6769747564653A202D37362E343833
09-23-2017 13:29:00.862,5274,RECV,343432383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131302E32390D0A2D2D
09-23-2017 13:29:00.924,5275,RECV,2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C
09-23-2017 13:29:00.987,5276,RECV,202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C
09-23-2017 13:29:01.049,5277,RECV,4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D31
09-23-2017 13:29:01.112,5278,RECV,30302E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F7461727920
09-23-2017 13:29:01.174,5279,RECV,53656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D55205374
09-23-2017 13:29:01.237,5280,RECV,75636B210D0A4C617469747564653A2034322E343434353536353030300D0A4C6F6E6769747564653A202D37362E343833343430333333300D0A57696E64
09-23-2017 13:29:01.299,5281,RECV,20772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131312E33390D0A
09-23-2017 13:29:01.361,5282,RECV,2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030
09-23-2017 13:29:01.424,5283,RECV,302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A2055
09-23-2017 13:29:01.487,5284,RECV,50204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A20
09-23-2017 13:29:01.549,5285,RECV,2D39392E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172
09-23-2017 13:29:01.612,5286,RECV,792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D552053
09-23-2017 13:29:01.674,5287,RECV,7475636B210D0A4C617469747564653A2034322E343434353536353030300D0A4C6F6E6769747564653A202D37362E343833343430333333300D0A57696E
09-23-2017 13:29:01.737,5288,RECV,6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131352E31310D0A2D2D2D2D2D2D2D2D2D2D4E415649
09-23-2017 13:29:01.799,5289,RECV,474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E34383334393230
09-23-2017 13:29:01.861,5290,RECV,3030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E7465
09-23-2017 13:29:01.924,5291,RECV,6E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A
09-23-2017 13:29:01.987,5292,RECV,202D39352E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F7461
09-23-2017 13:29:02.080,5293,RECV,72792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520
09-23-2017 13:29:02.111,5294,RECV,537475636B210D0A4C617469747564653A2034322E343434353533363637300D0A4C6F6E6769747564653A202D37362E343833343433303030300D0A57
09-23-2017 13:29:02.174,5295,RECV,696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131362E31350D0A2D2D2D2D2D2D2D2D2D2D4E4156
09-23-2017 13:29:02.236,5296,RECV,49474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932
09-23-2017 13:29:02.299,5297,RECV,303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74
09-23-2017 13:29:02.377,5298,RECV,656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D39342E30300D0A5361696C20
09-23-2017 13:29:02.424,5299,RECV,616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D
09-23-2017 13:29:02.502,5300,RECV,2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C6174697475
09-23-2017 13:29:02.549,5301,RECV,64653A2034322E343434353533363637300D0A4C6F6E6769747564653A202D37362E343833343433303030300D0A
09-23-2017 13:29:02.612,5302,RECV,57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131352E36370D0A2D2D2D2D2D2D2D2D2D2D4E41
09-23-2017 13:29:02.674,5303,RECV,5649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E34383334
09-23-2017 13:29:02.737,5304,RECV,3932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E
09-23-2017 13:29:02.799,5305,RECV,74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D39352E30300D0A536169
09-23-2017 13:29:02.862,5306,RECV,6C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D
09-23-2017 13:29:02.924,5307,RECV,2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469
09-23-2017 13:29:02.987,5308,RECV,747564653A2034322E343434353533363637300D0A4C6F6E6769747564653A202D37362E343833343433303030300D0A57696E6420772E722E74204E6F72
09-23-2017 13:29:03.049,5309,RECV,74683A203237302E30300D0A426F617420646972656374696F6E3A203131352E38360D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D
09-23-2017 13:29:03.112,5310,RECV,2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47
09-23-2017 13:29:03.174,5311,RECV,204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A20
09-23-2017 13:29:03.237,5312,RECV,3231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D39352E30300D0A5361
09-23-2017 13:29:03.299,5313,RECV,696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D
09-23-2017 13:29:03.362,5314,RECV,2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C6174
09-23-2017 13:29:03.424,5315,RECV,69747564653A2034322E343434353531383333300D0A4C6F6E6769747564653A202D37362E343833343431333333300D0A57696E6420772E722E74204E6F
09-23-2017 13:29:03.487,5316,RECV,7274683A203237302E30300D0A426F617420646972656374696F6E3A203131362E33360D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D
09-23-2017 13:29:03.549,5317,RECV,2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E
09-23-2017 13:29:03.612,5318,RECV,47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C65
09-23-2017 13:29:03.674,5319,RECV,3A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D39342E30300D0A5361696C20616E676C653A2034342E30
09-23-2017 13:29:03.737,5320,RECV,300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E
09-23-2017 13:29:03.799,5321,RECV,742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E34343435
09-23-2017 13:29:03.862,5322,RECV,3531383333300D0A4C6F6E6769747564653A202D37362E343833343431333333300D0A57696E6420772E722E7420
09-23-2017 13:29:03.924,5323,RECV,4E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A203131362E38310D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D
09-23-2017 13:29:03.987,5324,RECV,2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A46414349
09-23-2017 13:29:04.049,5325,RECV,4E47204C4546542055502052494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C
09-23-2017 13:29:04.112,5326,RECV,653A203231302E30300D0A4F66667365742066726F6D20696E74656E64656420616E676C653A202D39342E30300D0A5361696C20616E676C653A2034342E
09-23-2017 13:29:04.175,5327,RECV,30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272
09-23-2017 13:29:04.237,5328,RECV,656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434
09-23-2017 13:29:04.300,5329,RECV,353437383333300D0A4C6F6E6769747564653A202D37362E343833343339353030300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A
09-23-2017 13:29:04.362,5330,RECV,426F617420646972656374696F6E3A203131362E38370D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420
09-23-2017 13:29:04.424,5331,RECV,576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C45465420555020524947
09-23-2017 13:29:04.487,5332,RECV,48540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F6666
09-23-2017 13:29:04.550,5333,RECV,7365742066726F6D20696E74656E64656420616E676C653A202D39342E30300D0A5361696C20616E676C653A2034
09-23-2017 13:29:04.612,5334,RECV,342E30300D0A5461696C20616E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A437572
09-23-2017 13:29:04.674,5335,RECV,72656E742077696E642072656164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E3434
09-23-2017 13:29:04.737,5336,RECV,34353437383333300D0A4C6F6E6769747564653A202D37362E343833343339353030300D0A57696E6420772E722E74204E6F7274683A203237302E3030
09-23-2017 13:29:04.800,5337,RECV,0D0A426F617420646972656374696F6E3A203131362E34340D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E657874
09-23-2017 13:29:04.862,5338,RECV,20576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052
09-23-2017 13:29:04.925,5339,RECV,494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66
09-23-2017 13:29:04.987,5340,RECV,667365742066726F6D20696E74656E64656420616E676C653A202D39342E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C
09-23-2017 13:29:05.049,5341,RECV,653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164
09-23-2017 13:29:05.112,5342,RECV,696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353532383333300D0A4C6F6E67
09-23-2017 13:29:05.174,5343,RECV,69747564653A202D37362E343833343433383333300D0A57696E6420772E722E74204E6F7274683A203237302E30
09-23-2017 13:29:05.237,5344,RECV,300D0A426F617420646972656374696F6E3A203131372E34350D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E6578
09-23-2017 13:29:05.331,5345,RECV,7420576179706F696E742023303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C45465420555020
09-23-2017 13:29:05.362,5346,RECV,52494748540D0A0A0A496E74656E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F
09-23-2017 13:29:05.424,5347,RECV,66667365742066726F6D20696E74656E64656420616E676C653A202D39332E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E
09-23-2017 13:29:05.487,5348,RECV,676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E6420726561
09-23-2017 13:29:05.549,5349,RECV,64696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353532383333300D0A4C6F
09-23-2017 13:29:05.612,5350,RECV,6E6769747564653A202D37362E343833343433383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374
09-23-2017 13:29:05.674,5351,RECV,696F6E3A203131342E39350D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A
09-23-2017 13:29:05.737,5352,RECV,2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E74656E
09-23-2017 13:29:05.799,5353,RECV,64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D
09-23-2017 13:29:05.846,5354,RECV,0A4F66667365742066726F6D20696E74
09-23-2017 13:29:05.862,5355,RECV,656E64656420616E676C653A202D39362E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C2061
09-23-2017 13:29:05.924,5356,RECV,6E676C653A2035392E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E64207265
09-23-2017 13:29:05.987,5357,RECV,6164696E6720772E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353532383333300D0A4C
09-23-2017 13:29:06.049,5358,RECV,6F6E6769747564653A202D37362E343833343433383333300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F6174206469726563
09-23-2017 13:29:06.112,5359,RECV,74696F6E3A203130302E32330D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023
09-23-2017 13:29:06.174,5360,RECV,303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E47204C4546542055502052494748540D0A0A0A496E7465
09-23-2017 13:29:06.237,5361,RECV,6E64656420536563746F723A205550204C4546540A0A0D0A496E74656E64656420616E676C653A203231302E30300D0A4F66667365742066726F6D2069
09-23-2017 13:29:06.299,5362,RECV,6E74656E64656420616E676C653A202D3131302E30300D0A5361696C20616E676C653A2034342E30300D0A5461696C20616E676C653A2035392E30300D0A
09-23-2017 13:29:06.362,5363,RECV,2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E6720772E722E742042
09-23-2017 13:29:06.424,5364,RECV,6F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353439363637300D0A4C6F6E6769747564653A202D3736
09-23-2017 13:29:06.487,5365,RECV,2E343833343433303030300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F6174206469
09-23-2017 13:29:06.549,5366,RECV,72656374696F6E3A2038312E33330D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E7420
09-23-2017 13:29:06.612,5367,RECV,23303A2034322E343434363132303030302C202D37362E343833343932303030300D0A464143494E472052494748542055502052494748540D0A0A0A49
09-23-2017 13:29:06.674,5368,RECV,6E74656E64656420536563746F723A2055502052494748540A0A0D0A496E74656E64656420616E676C653A203333302E30300D0A4F66667365742066726F
09-23-2017 13:29:06.737,5369,RECV,6D20696E74656E64656420616E676C653A202D3234392E30300D0A5361696C20616E676C653A203331342E30300D0A5461696C20616E676C653A202D3631
09-23-2017 13:29:06.800,5370,RECV,2E30300D0A2D2D2D2D2D2D2D2D2D2D526F746172792053656E736F722D2D2D2D2D2D2D2D2D2D0A43757272656E742077696E642072656164696E672077
09-23-2017 13:29:06.862,5371,RECV,2E722E7420426F61743A203333340D0A494D5520537475636B210D0A4C617469747564653A2034322E343434353439363637300D0A4C6F6E676974756465
09-23-2017 13:29:06.924,5372,RECV,3A202D37362E343833343433303030300D0A57696E6420772E722E74204E6F7274683A203237302E30300D0A426F617420646972656374696F6E3A2035
09-23-2017 13:29:06.987,5373,RECV,332E38340D0A2D2D2D2D2D2D2D2D2D2D4E415649474154494F4E2D2D2D2D2D2D2D2D2D2D0D0A4E65787420576179706F696E742023303A2034322E343434
09-23-2017 13:29:07.050,5374,RECV,363132303030302C202D37362E343833343932303030300D0A464143494E472052494748542055502052494748540D0A0A0A496E74656E64656420536563
09-23-2017 13:29:07.112,5375,RECV,746F723A2055502052494748540A0A0D0A496E74656E64656420616E676C653A203333302E30300D0A4F66667365742066726F6D20696E74656E646564
09-23-2017 13:29:07.175,5376,RECV,20616E676C653A202D3237372E30300D0A5361696C20616E676C653A203331342E30300D0A5461696C20616E676C
